subject,predicate,value
NCBITaxon:84389,rdfs:label,Cribroheros alfari
NCBITaxon:84561,rdfs:label,Oecophylla smaragdina
NCBITaxon:8459,rdfs:label,Testudines
NCBITaxon:8461,rdfs:label,Chelidae
NCBITaxon:84619,rdfs:label,Ammodytidae
NCBITaxon:84620,rdfs:label,Ammodytes
NCBITaxon:84621,rdfs:label,Ammodytes tobianus
NCBITaxon:84638,rdfs:label,Menippe nodifrons
NCBITaxon:8464,rdfs:label,Cryptodira
NCBITaxon:84644,rdfs:label,Labeo
NCBITaxon:84645,rdfs:label,Labeo rohita
NCBITaxon:84649,rdfs:label,Pseudothelphusidae
NCBITaxon:8465,rdfs:label,Cheloniidae
NCBITaxon:8467,rdfs:label,Caretta caretta
NCBITaxon:84683,rdfs:label,Solenoceridae
NCBITaxon:84684,rdfs:label,Solenocera
NCBITaxon:8469,rdfs:label,Chelonia mydas
NCBITaxon:8471,rdfs:label,Lepidochelys
NCBITaxon:8473,rdfs:label,Chelydridae
NCBITaxon:8474,rdfs:label,Chelydra
NCBITaxon:8475,rdfs:label,Chelydra serpentina
NCBITaxon:8476,rdfs:label,Emydidae
NCBITaxon:8484,rdfs:label,Malaclemys
NCBITaxon:84860,rdfs:label,Carissa
NCBITaxon:8492,rdfs:label,Archosauria
NCBITaxon:8495,rdfs:label,Alligator
NCBITaxon:8496,rdfs:label,Alligator mississippiensis
NCBITaxon:8497,rdfs:label,Caiman
NCBITaxon:8500,rdfs:label,Crocodylus
NCBITaxon:85004,rdfs:label,Bifidobacteriales
NCBITaxon:8501,rdfs:label,Crocodylus niloticus
NCBITaxon:8502,rdfs:label,Crocodylus porosus
NCBITaxon:8503,rdfs:label,Crocodylus novaeguineae
NCBITaxon:8509,rdfs:label,Squamata
NCBITaxon:8511,rdfs:label,Iguania
NCBITaxon:8516,rdfs:label,Iguana
NCBITaxon:8517,rdfs:label,Iguana iguana
NCBITaxon:85223,rdfs:label,Laurus nobilis
NCBITaxon:85232,rdfs:label,Morus nigra
NCBITaxon:85293,rdfs:label,Viburnum opulus
NCBITaxon:85415,rdfs:label,Gobius auratus
NCBITaxon:85417,rdfs:label,Gobius niger
NCBITaxon:85418,rdfs:label,Gobius paganellus
NCBITaxon:85421,rdfs:label,Knipowitschia
NCBITaxon:85422,rdfs:label,Knipowitschia panizzae
NCBITaxon:85427,rdfs:label,Zosterisessor
NCBITaxon:85428,rdfs:label,Zosterisessor ophiocephalus
NCBITaxon:85437,rdfs:label,Citrus japonica var. margarita
NCBITaxon:85549,rdfs:label,Artemia salina
NCBITaxon:8555,rdfs:label,Varanidae
NCBITaxon:85551,rdfs:label,Scylla olivacea
NCBITaxon:85552,rdfs:label,Scylla paramamosain
NCBITaxon:85553,rdfs:label,Scylla tranquebarica
NCBITaxon:8556,rdfs:label,Varanus
NCBITaxon:85571,rdfs:label,Citrus reticulata
NCBITaxon:8561,rdfs:label,Gekkonidae
NCBITaxon:85681,rdfs:label,Citrus clementina
NCBITaxon:8570,rdfs:label,Serpentes
NCBITaxon:8573,rdfs:label,Boa
NCBITaxon:8574,rdfs:label,Boa constrictor
NCBITaxon:857568,rdfs:label,Oncorhynchus mykiss aguabonita
NCBITaxon:857615,rdfs:label,Amblypharyngodon mola
NCBITaxon:858497,rdfs:label,Cheilopogon atrisignis
NCBITaxon:8602,rdfs:label,Elapidae
NCBITaxon:86063,rdfs:label,Galeorhinus galeus
NCBITaxon:861760,rdfs:label,Coregonus macrophthalmus
NCBITaxon:861789,rdfs:label,Coregonus wartmanni
NCBITaxon:86197,rdfs:label,Eleotridae
NCBITaxon:86204,rdfs:label,Periophthalmus
NCBITaxon:862241,rdfs:label,Physalacriaceae
NCBITaxon:86250,rdfs:label,Oxyeleotris marmorata
NCBITaxon:862507,rdfs:label,Mus <subgenus>
NCBITaxon:862788,rdfs:label,Sphoeroides parvus
NCBITaxon:862826,rdfs:label,Echinorhinus brucus
NCBITaxon:862827,rdfs:label,Etmopterus baxteri
NCBITaxon:86306,rdfs:label,Artemisia abrotanum
NCBITaxon:86312,rdfs:label,Artemisia ludoviciana
NCBITaxon:86365,rdfs:label,Mobula
NCBITaxon:86366,rdfs:label,Mobula thurstoni
NCBITaxon:864893,rdfs:label,Menippidae
NCBITaxon:866800,rdfs:label,Cactineae
NCBITaxon:8669,rdfs:label,Pseudechis
NCBITaxon:8671,rdfs:label,Pseudechis porphyriacus
NCBITaxon:86965,rdfs:label,Anguilla nebulosa
NCBITaxon:86973,rdfs:label,Okapia johnstoni
NCBITaxon:870157,rdfs:label,Triportheus elongatus
NCBITaxon:87088,rdfs:label,Vigna umbellata
NCBITaxon:8710,rdfs:label,Crotalinae
NCBITaxon:87140,rdfs:label,Aetobatus narinari
NCBITaxon:87148,rdfs:label,Fucus serratus
NCBITaxon:8728,rdfs:label,Crotalus
NCBITaxon:872808,rdfs:label,Polypodium virginianum
NCBITaxon:875777,rdfs:label,Harengula thrissina
NCBITaxon:875779,rdfs:label,Sphoeroides lobatus
NCBITaxon:875781,rdfs:label,Trachinotus paitensis
NCBITaxon:8758,rdfs:label,Sistrurus miliarius
NCBITaxon:87757,rdfs:label,Mullus surmuletus
NCBITaxon:87759,rdfs:label,Sarpa salpa
NCBITaxon:87784,rdfs:label,Atherina
NCBITaxon:87785,rdfs:label,Atherina boyeri
NCBITaxon:8782,rdfs:label,Aves
NCBITaxon:8783,rdfs:label,Palaeognathae
NCBITaxon:8788,rdfs:label,Dromaiidae
NCBITaxon:8790,rdfs:label,Dromaius novaehollandiae
NCBITaxon:8793,rdfs:label,Rheidae
NCBITaxon:8795,rdfs:label,Rhea pennata
NCBITaxon:87958,rdfs:label,Patella caerulea
NCBITaxon:8796,rdfs:label,Rhea
NCBITaxon:8797,rdfs:label,Rhea americana
NCBITaxon:8798,rdfs:label,Struthioniformes
NCBITaxon:8799,rdfs:label,Struthionidae
NCBITaxon:8801,rdfs:label,Struthio camelus
NCBITaxon:880343,rdfs:label,Peprilus paru
NCBITaxon:88123,rdfs:label,Prunus salicina
NCBITaxon:8820,rdfs:label,Apterygidae
NCBITaxon:88209,rdfs:label,Cancer productus
NCBITaxon:8821,rdfs:label,Apteryx
NCBITaxon:882375,rdfs:label,Chenopodium pallidicaule
NCBITaxon:8825,rdfs:label,Neognathae
NCBITaxon:8826,rdfs:label,Anseriformes
NCBITaxon:8830,rdfs:label,Anatidae
NCBITaxon:883761,rdfs:label,Syzygium polyanthum
NCBITaxon:8839,rdfs:label,Anas platyrhynchos
NCBITaxon:8843,rdfs:label,Anser anser
NCBITaxon:8851,rdfs:label,Anseranas semipalmata
NCBITaxon:8852,rdfs:label,Branta
NCBITaxon:8853,rdfs:label,Branta canadensis
NCBITaxon:8855,rdfs:label,Cairina moschata
NCBITaxon:88661,rdfs:label,Berycidae
NCBITaxon:88662,rdfs:label,Beryx
NCBITaxon:88663,rdfs:label,Beryx splendens
NCBITaxon:88664,rdfs:label,Centroberyx
NCBITaxon:886714,rdfs:label,Artemisiinae
NCBITaxon:88676,rdfs:label,Cyttus
NCBITaxon:88677,rdfs:label,Cyttus australis
NCBITaxon:88694,rdfs:label,Hemiramphidae
NCBITaxon:88695,rdfs:label,Hemiramphus
NCBITaxon:88705,rdfs:label,Polymixia berndti
NCBITaxon:88728,rdfs:label,Pinus koraiensis
NCBITaxon:88853,rdfs:label,Litsea glaucescens
NCBITaxon:8893,rdfs:label,Apodidae
NCBITaxon:89056,rdfs:label,Microstomus
NCBITaxon:89057,rdfs:label,Microstomus achne
NCBITaxon:89058,rdfs:label,Microstomus pacificus
NCBITaxon:8906,rdfs:label,Charadriiformes
NCBITaxon:8907,rdfs:label,Charadriidae
NCBITaxon:8910,rdfs:label,Laridae
NCBITaxon:8911,rdfs:label,Larus
NCBITaxon:8912,rdfs:label,Larus marinus
NCBITaxon:8915,rdfs:label,Larus fuscus
NCBITaxon:89151,rdfs:label,Musa x paradisiaca
NCBITaxon:8917,rdfs:label,Scolopacidae
NCBITaxon:8930,rdfs:label,Columbidae
NCBITaxon:89462,rdfs:label,Bubalus bubalis
NCBITaxon:89636,rdfs:label,Ipomoea aquatica
NCBITaxon:8968,rdfs:label,Haliaeetus
NCBITaxon:8969,rdfs:label,Haliaeetus albicilla
NCBITaxon:8976,rdfs:label,Galliformes
NCBITaxon:8990,rdfs:label,Numididae
NCBITaxon:89945,rdfs:label,Merluccius albidus
NCBITaxon:89946,rdfs:label,Merluccius australis
NCBITaxon:89947,rdfs:label,Merluccius capensis
NCBITaxon:89948,rdfs:label,Merluccius gayi
NCBITaxon:89949,rdfs:label,Merluccius hubbsi
NCBITaxon:89950,rdfs:label,Merluccius paradoxus
NCBITaxon:89951,rdfs:label,Merluccius polli
NCBITaxon:89952,rdfs:label,Merluccius productus
NCBITaxon:89953,rdfs:label,Merluccius senegalensis
NCBITaxon:9005,rdfs:label,Phasianidae
NCBITaxon:90069,rdfs:label,Solea solea
NCBITaxon:90071,rdfs:label,Buglossidium luteum
NCBITaxon:90074,rdfs:label,Microchirus variegatus
NCBITaxon:9014,rdfs:label,Colinus virginianus
NCBITaxon:9031,rdfs:label,Gallus gallus
NCBITaxon:904227,rdfs:label,Staurotypus salvinii
NCBITaxon:9053,rdfs:label,Phasianus
NCBITaxon:90675,rdfs:label,Camelina sativa
NCBITaxon:9072,rdfs:label,Phasianinae
NCBITaxon:90893,rdfs:label,Laminaria hyperborea
NCBITaxon:9090,rdfs:label,Coturnix
NCBITaxon:9091,rdfs:label,Coturnix coturnix
NCBITaxon:9101,rdfs:label,Meleagris ocellata
NCBITaxon:9102,rdfs:label,Meleagris
NCBITaxon:9103,rdfs:label,Meleagris gallopavo
NCBITaxon:9108,rdfs:label,Gruiformes
NCBITaxon:911341,rdfs:label,Heliantheae alliance
NCBITaxon:9119,rdfs:label,Rallidae
NCBITaxon:91214,rdfs:label,Juglans cinerea
NCBITaxon:9126,rdfs:label,Passeriformes
NCBITaxon:91561,rdfs:label,Artiodactyla
NCBITaxon:91721,rdfs:label,Heterotis niloticus
NCBITaxon:91742,rdfs:label,Cephalopholis
NCBITaxon:91743,rdfs:label,Cephalopholis boenak
NCBITaxon:91752,rdfs:label,Hericium erinaceus
NCBITaxon:91835,rdfs:label,fabids
NCBITaxon:91836,rdfs:label,malvids
NCBITaxon:91882,rdfs:label,campanulids
NCBITaxon:91888,rdfs:label,lamiids
NCBITaxon:91896,rdfs:label,Orobanchaceae
NCBITaxon:92049,rdfs:label,Macruronus
NCBITaxon:92050,rdfs:label,Macruronus magellanicus
NCBITaxon:9224,rdfs:label,Psittacidae
NCBITaxon:925390,rdfs:label,Arachis hypogaea var. vulgaris
NCBITaxon:9263,rdfs:label,Metatheria
NCBITaxon:9265,rdfs:label,Didelphidae
NCBITaxon:9267,rdfs:label,Didelphis virginiana
NCBITaxon:92921,rdfs:label,Silybum marianum
NCBITaxon:930263,rdfs:label,Prochilodus reticulatus
NCBITaxon:93046,rdfs:label,Lycoteuthis lorigera
NCBITaxon:9307,rdfs:label,Macropodidae
NCBITaxon:930979,rdfs:label,Lyophyllaceae
NCBITaxon:9312,rdfs:label,Macropus
NCBITaxon:93297,rdfs:label,Metroxylon sagu
NCBITaxon:933138,rdfs:label,Salvia leucantha
NCBITaxon:9335,rdfs:label,Phalangeridae
NCBITaxon:93385,rdfs:label,Brassica rapa subsp. chinensis
NCBITaxon:933932,rdfs:label,Silurus aristotelis
NCBITaxon:934694,rdfs:label,Squalus blainville
NCBITaxon:9347,rdfs:label,Eutheria
NCBITaxon:9348,rdfs:label,Xenarthra
NCBITaxon:9359,rdfs:label,Dasypodidae
NCBITaxon:93621,rdfs:label,Heteropneustes fossilis
NCBITaxon:93744,rdfs:label,Brachychiton
NCBITaxon:93759,rdfs:label,Corchorus olitorius
NCBITaxon:93760,rdfs:label,Cola acuminata
NCBITaxon:937743,rdfs:label,Hymenopellis radicata
NCBITaxon:938381,rdfs:label,Cheilopogon exsiliens
NCBITaxon:938382,rdfs:label,Cheilopogon furcatus
NCBITaxon:938388,rdfs:label,Exocoetus obtusirostris
NCBITaxon:938393,rdfs:label,Hirundichthys speculiger
NCBITaxon:938397,rdfs:label,Prognichthys gibbifrons
NCBITaxon:93934,rdfs:label,Coturnix japonica
NCBITaxon:9397,rdfs:label,Chiroptera
NCBITaxon:93977,rdfs:label,Osmanthus fragrans
NCBITaxon:941588,rdfs:label,Apium graveolens Secalinum Group
NCBITaxon:94198,rdfs:label,Craterellus sp. 'aurora'
NCBITaxon:94199,rdfs:label,Craterellus cornucopioides
NCBITaxon:94229,rdfs:label,Balistes
NCBITaxon:94231,rdfs:label,Epinephelus
NCBITaxon:94232,rdfs:label,Epinephelus coioides
NCBITaxon:94233,rdfs:label,Mastacembelidae
NCBITaxon:94237,rdfs:label,Mola mola
NCBITaxon:94240,rdfs:label,Psettodes
NCBITaxon:94243,rdfs:label,Stromateidae
NCBITaxon:942859,rdfs:label,Etrumeus micropus
NCBITaxon:94324,rdfs:label,Crassostrea sikamea
NCBITaxon:94328,rdfs:label,Zingiber officinale
NCBITaxon:943305,rdfs:label,Pachira insignis
NCBITaxon:9438,rdfs:label,Tadarida brasiliensis
NCBITaxon:94395,rdfs:label,Conger oceanicus
NCBITaxon:9443,rdfs:label,Primates
NCBITaxon:9446,rdfs:label,Lemur
NCBITaxon:9479,rdfs:label,Platyrrhini
NCBITaxon:948070,rdfs:label,Uraspis secunda
NCBITaxon:94826,rdfs:label,Perna perna
NCBITaxon:948794,rdfs:label,Loliolus beka
NCBITaxon:94915,rdfs:label,Synodus intermedius
NCBITaxon:94920,rdfs:label,Bothus
NCBITaxon:94921,rdfs:label,Bothus lunatus
NCBITaxon:94925,rdfs:label,Holocentrus
NCBITaxon:94928,rdfs:label,Melichthys niger
NCBITaxon:94930,rdfs:label,Ophidiidae
NCBITaxon:94935,rdfs:label,Belonidae
NCBITaxon:94936,rdfs:label,Strongylura
NCBITaxon:94938,rdfs:label,Zenopsis
NCBITaxon:94939,rdfs:label,Zenopsis nebulosus
NCBITaxon:94949,rdfs:label,Seriola fasciata
NCBITaxon:94950,rdfs:label,Dentex
NCBITaxon:94951,rdfs:label,Dentex dentex
NCBITaxon:94954,rdfs:label,Umbrina
NCBITaxon:94955,rdfs:label,Umbrina cirrosa
NCBITaxon:9498,rdfs:label,Cebidae
NCBITaxon:94984,rdfs:label,Echiichthys vipera
NCBITaxon:94987,rdfs:label,Hexanchus griseus
NCBITaxon:94992,rdfs:label,Silurus
NCBITaxon:94993,rdfs:label,Silurus glanis
NCBITaxon:95145,rdfs:label,Opsanus beta
NCBITaxon:9526,rdfs:label,Catarrhini
NCBITaxon:9527,rdfs:label,Cercopithecidae
NCBITaxon:9528,rdfs:label,Cercopithecinae
NCBITaxon:9544,rdfs:label,Macaca mulatta
NCBITaxon:95460,rdfs:label,Jasus
NCBITaxon:95461,rdfs:label,Jasus edwardsii
NCBITaxon:95602,rdfs:label,Eriocheir sinensis
NCBITaxon:9592,rdfs:label,Gorilla
NCBITaxon:9606,rdfs:label,Homo sapiens
NCBITaxon:9608,rdfs:label,Canidae
NCBITaxon:9611,rdfs:label,Canis
NCBITaxon:9614,rdfs:label,Canis latrans
NCBITaxon:9615,rdfs:label,Canis lupus familiaris
NCBITaxon:9627,rdfs:label,Vulpes vulpes
NCBITaxon:9632,rdfs:label,Ursidae
NCBITaxon:9639,rdfs:label,Ursus
NCBITaxon:9643,rdfs:label,Ursus americanus
NCBITaxon:9644,rdfs:label,Ursus arctos
NCBITaxon:9647,rdfs:label,Procyonidae
NCBITaxon:96479,rdfs:label,Malva
NCBITaxon:9653,rdfs:label,Procyon
NCBITaxon:9655,rdfs:label,Mustelidae
NCBITaxon:96776,rdfs:label,Trachichthyidae
NCBITaxon:96777,rdfs:label,Hoplostethus
NCBITaxon:96778,rdfs:label,Hoplostethus atlanticus
NCBITaxon:9681,rdfs:label,Felidae
NCBITaxon:9685,rdfs:label,Felis catus
NCBITaxon:9688,rdfs:label,Panthera
NCBITaxon:96885,rdfs:label,Sardinella
NCBITaxon:96886,rdfs:label,Sardinella albella
NCBITaxon:96887,rdfs:label,Sardinella fimbriata
NCBITaxon:96888,rdfs:label,Sardinella longiceps
NCBITaxon:9689,rdfs:label,Panthera leo
NCBITaxon:9690,rdfs:label,Panthera onca
NCBITaxon:9691,rdfs:label,Panthera pardus
NCBITaxon:9694,rdfs:label,Panthera tigris
NCBITaxon:9702,rdfs:label,Otariidae
NCBITaxon:9705,rdfs:label,Odobenidae
NCBITaxon:9707,rdfs:label,Odobenus rosmarus
NCBITaxon:9709,rdfs:label,Phocidae
NCBITaxon:97158,rdfs:label,Latridae
NCBITaxon:97160,rdfs:label,Latridopsis ciliaris
NCBITaxon:97162,rdfs:label,Latris lineata
NCBITaxon:9717,rdfs:label,Phoca
NCBITaxon:9718,rdfs:label,Pusa hispida
NCBITaxon:9721,rdfs:label,Cetacea
NCBITaxon:9722,rdfs:label,Odontoceti
NCBITaxon:9726,rdfs:label,Delphinidae
NCBITaxon:9740,rdfs:label,Phocoenidae
NCBITaxon:97441,rdfs:label,Viola odorata
NCBITaxon:9747,rdfs:label,Monodontidae
NCBITaxon:9749,rdfs:label,Delphinapterus leucas
NCBITaxon:976,rdfs:label,Bacteroidetes
NCBITaxon:9761,rdfs:label,Mysticeti
NCBITaxon:9765,rdfs:label,Balaenopteridae
NCBITaxon:9766,rdfs:label,Balaenoptera
NCBITaxon:9767,rdfs:label,Balaenoptera acutorostrata
NCBITaxon:97729,rdfs:label,Boesenbergia rotunda
NCBITaxon:9774,rdfs:label,Sirenia
NCBITaxon:9775,rdfs:label,Trichechidae
NCBITaxon:97750,rdfs:label,Kaempferia galanga
NCBITaxon:9776,rdfs:label,Trichechus
NCBITaxon:9780,rdfs:label,Elephantidae
NCBITaxon:9783,rdfs:label,Elephas maximus
NCBITaxon:9784,rdfs:label,Loxodonta
NCBITaxon:9785,rdfs:label,Loxodonta africana
NCBITaxon:9787,rdfs:label,Perissodactyla
NCBITaxon:9788,rdfs:label,Equidae
NCBITaxon:9789,rdfs:label,Equus
NCBITaxon:9791,rdfs:label,Equus zebra
NCBITaxon:979180,rdfs:label,Acetes japonicus
NCBITaxon:9793,rdfs:label,Equus asinus
NCBITaxon:9796,rdfs:label,Equus caballus
NCBITaxon:980083,rdfs:label,Camelineae
NCBITaxon:980193,rdfs:label,Cardamineae
NCBITaxon:9803,rdfs:label,Rhinocerotidae
NCBITaxon:9807,rdfs:label,Ceratotherium simum
NCBITaxon:9808,rdfs:label,Rhinoceros
NCBITaxon:98081,rdfs:label,Crangonidae
NCBITaxon:98082,rdfs:label,Crangon
NCBITaxon:981071,rdfs:label,Brassiceae
NCBITaxon:9821,rdfs:label,Suidae
NCBITaxon:9823,rdfs:label,Sus scrofa
NCBITaxon:9825,rdfs:label,Sus scrofa domesticus
NCBITaxon:98292,rdfs:label,Chione <bivalves>
NCBITaxon:98293,rdfs:label,Austrovenus stutchburyi
NCBITaxon:98297,rdfs:label,Tellinoidea
NCBITaxon:98307,rdfs:label,Polymesoda
NCBITaxon:9831,rdfs:label,Hippopotamidae
NCBITaxon:9833,rdfs:label,Hippopotamus amphibius
NCBITaxon:983408,rdfs:label,Diospyros kaki var. silvestris
NCBITaxon:98342,rdfs:label,Pleurotus citrinopileatus
NCBITaxon:98346,rdfs:label,Pleurotus floridanus
NCBITaxon:9835,rdfs:label,Camelidae
NCBITaxon:9836,rdfs:label,Camelus
NCBITaxon:9837,rdfs:label,Camelus bactrianus
NCBITaxon:9838,rdfs:label,Camelus dromedarius
NCBITaxon:983944,rdfs:label,Pseudambassis baculis
NCBITaxon:9844,rdfs:label,Lama glama
NCBITaxon:984836,rdfs:label,Hirundichthys <subgenus>
NCBITaxon:984867,rdfs:label,Consolida regalis
NCBITaxon:9850,rdfs:label,Cervidae
NCBITaxon:9852,rdfs:label,Alces alces
NCBITaxon:9857,rdfs:label,Capreolus
NCBITaxon:9858,rdfs:label,Capreolus capreolus
NCBITaxon:9859,rdfs:label,Cervus
NCBITaxon:9860,rdfs:label,Cervus elaphus
NCBITaxon:986140,rdfs:label,Cyperoideae
NCBITaxon:9863,rdfs:label,Cervus nippon
NCBITaxon:9870,rdfs:label,Rangifer tarandus
NCBITaxon:9871,rdfs:label,Odocoileus
NCBITaxon:9872,rdfs:label,Odocoileus hemionus
NCBITaxon:9874,rdfs:label,Odocoileus virginianus
NCBITaxon:9881,rdfs:label,Odocoileinae
NCBITaxon:98812,rdfs:label,Dentex canariensis
NCBITaxon:98813,rdfs:label,Dentex gibbosus
NCBITaxon:98814,rdfs:label,Dentex macrophthalmus
NCBITaxon:98815,rdfs:label,Dentex maroccanus
NCBITaxon:98819,rdfs:label,Pagellus bogaraveo
NCBITaxon:98823,rdfs:label,Spicara maena
NCBITaxon:9892,rdfs:label,Giraffidae
NCBITaxon:989235,rdfs:label,Modiolus barbatus
NCBITaxon:9893,rdfs:label,Giraffa
NCBITaxon:9895,rdfs:label,Bovidae
NCBITaxon:9899,rdfs:label,Ammotragus lervia
NCBITaxon:9900,rdfs:label,Bison
NCBITaxon:9901,rdfs:label,Bison bison
NCBITaxon:9902,rdfs:label,Bison bonasus
NCBITaxon:9903,rdfs:label,Bos
NCBITaxon:99038,rdfs:label,Glebionis coronaria
NCBITaxon:990595,rdfs:label,Hyperoglyphe pringlei
NCBITaxon:9906,rdfs:label,Bos javanicus
NCBITaxon:990634,rdfs:label,Pterocaesio chrysozona
NCBITaxon:990996,rdfs:label,Paracaesio
NCBITaxon:9913,rdfs:label,Bos taurus
NCBITaxon:9918,rdfs:label,Bubalus
NCBITaxon:9922,rdfs:label,Capra
NCBITaxon:9923,rdfs:label,Capra aegagrus
NCBITaxon:9925,rdfs:label,Capra hircus
NCBITaxon:99302,rdfs:label,Strychnos spinosa
NCBITaxon:9933,rdfs:label,Gazella
NCBITaxon:99341,rdfs:label,Scomberomorus brasiliensis
NCBITaxon:99342,rdfs:label,Scomberomorus concolor
NCBITaxon:99343,rdfs:label,Scomberomorus guttatus
NCBITaxon:99344,rdfs:label,Scomberomorus maculatus
NCBITaxon:99345,rdfs:label,Scomberomorus regalis
NCBITaxon:99346,rdfs:label,Scomberomorus sierra
NCBITaxon:99347,rdfs:label,Scomberomorus tritor
NCBITaxon:9935,rdfs:label,Ovis
NCBITaxon:9938,rdfs:label,Ovis aries musimon
NCBITaxon:99391,rdfs:label,Maja squinado
NCBITaxon:9940,rdfs:label,Ovis aries
NCBITaxon:9944,rdfs:label,Tragelaphus
NCBITaxon:9946,rdfs:label,Tragelaphus strepsiceros
NCBITaxon:9947,rdfs:label,Tragelaphus imberbis
NCBITaxon:9948,rdfs:label,Antilopinae
NCBITaxon:99490,rdfs:label,Loxodonta cyclotis
NCBITaxon:9952,rdfs:label,Cephalophinae
NCBITaxon:9954,rdfs:label,Cephalophus
NCBITaxon:99568,rdfs:label,Curcuma
NCBITaxon:99572,rdfs:label,Jasus lalandii
NCBITaxon:9963,rdfs:label,Caprinae
NCBITaxon:9970,rdfs:label,Syncerus caffer
NCBITaxon:997025,rdfs:label,Nematalosa vlaminghi
NCBITaxon:99755,rdfs:label,Cherax tenuimanus
NCBITaxon:99773,rdfs:label,Paranephrops
NCBITaxon:9979,rdfs:label,Leporidae
NCBITaxon:997973,rdfs:label,Oxycheilinus arenatus
NCBITaxon:9980,rdfs:label,Lepus
NCBITaxon:9983,rdfs:label,Lepus europaeus
NCBITaxon:9986,rdfs:label,Oryctolagus cuniculus
NCBITaxon:9989,rdfs:label,Rodentia
NCBITaxon:9995,rdfs:label,Marmota monax
NCBITaxon:999584,rdfs:label,Mammea africana
NCBITaxon:9996,rdfs:label,Spermophilus
NCIT:C14191,rdfs:label,Cat
NCIT:C14212,rdfs:label,Hamster
NCIT:C14238,rdfs:label,Mouse
NCIT:C25464,rdfs:label,Country
NCIT:C45298,rdfs:label,Liquid
NCIT:C45305,rdfs:label,Mixture
NCIT:C80248,rdfs:label,Meal
NCIT:C80249,rdfs:label,Breakfast
NCIT:C80250,rdfs:label,Lunch
NCIT:C80251,rdfs:label,Supper
OBI:0000011,rdfs:label,planned process
OBI:0000047,rdfs:label,processed material
OBI:0000070,rdfs:label,assay
OBI:0000245,rdfs:label,organization
OBI:0000272,rdfs:label,protocol
OBI:0000437,rdfs:label,analyte measurement objective
OBI:0000441,rdfs:label,assay objective
OBI:0000443,rdfs:label,analyte assay
OBI:0000658,rdfs:label,data representational model
OBI:0000659,rdfs:label,specimen collection process
OBI:0000679,rdfs:label,average value
OBI:0000938,rdfs:label,categorical measurement datum
OBI:0000967,rdfs:label,container
OBI:0000968,rdfs:label,device
OBI:0001619,rdfs:label,specimen collection time measurement datum
OBI:0001755,rdfs:label,selection criterion
OBI:0001885,rdfs:label,specimen repository organization
OBI:0001929,rdfs:label,mass value specification
OBI:0001930,rdfs:label,categorical value specification
OBI:0001931,rdfs:label,scalar value specification
OBI:0001933,rdfs:label,value specification
OBI:0002138,rdfs:label,temperature value specification
OBI:0002139,rdfs:label,volume value specification
OBI:0100026,rdfs:label,organism
OBI:0200000,rdfs:label,data transformation
OBI:0200079,rdfs:label,arithmetic mean calculation
OBI:0200170,rdfs:label,averaging data transformation
OBI:0200181,rdfs:label,center calculation data transformation
OBI:0200184,rdfs:label,descriptive statistical calculation data transformation
OBI:1110108,rdfs:label,material to be added
ONS:0000080,rdfs:label,individual regular diet
ONS:0000081,rdfs:label,study intervention diet
ONS:0000082,rdfs:label,clinically prescribed diet
ONS:0000083,rdfs:label,population regular diet
ONS:0000085,rdfs:label,meal
ONS:0000094,rdfs:label,dietary pattern
ONS:1000001,rdfs:label,diet
ONS:1000002,rdfs:label,diet by digestive capability
ONS:1000003,rdfs:label,diet by type of food
ONS:1000004,rdfs:label,diet by agriculture treatment
ONS:1000005,rdfs:label,diet by nutritional composition
ONS:1000006,rdfs:label,proscribed diet
ONS:1000007,rdfs:label,prescribed diet
ONS:1000008,rdfs:label,descriptive diet
ONS:1000009,rdfs:label,individual dietary pattern
ONS:1000010,rdfs:label,population dietary pattern
ONS:1000016,rdfs:label,carnivorous diet
ONS:1000017,rdfs:label,omnivorous diet
ONS:1000018,rdfs:label,herbivorous diet
ONS:1000019,rdfs:label,diet by food organism
ONS:1000020,rdfs:label,vegetarian diet
ONS:1000021,rdfs:label,vegan diet
ONS:1000022,rdfs:label,lacto-vegetarian diet
ONS:1000023,rdfs:label,ovo-vegetarian diet
ONS:1000024,rdfs:label,lacto-ovo vegetarian diet
ONS:1000025,rdfs:label,semi-vegetarian diet
ONS:1000026,rdfs:label,pescetarian diet
ONS:1000027,rdfs:label,non-beef diet
ONS:1000028,rdfs:label,non-pork diet
ONS:1000029,rdfs:label,infant breast milk diet
ONS:1000030,rdfs:label,infant formula milk diet
ONS:1000031,rdfs:label,diet by food texture
ONS:1000032,rdfs:label,texture modified diet
ONS:1000033,rdfs:label,liquid diet
ONS:1000034,rdfs:label,organic agriculture diet
ONS:1000035,rdfs:label,non-organic agriculture diet
ONS:1000036,rdfs:label,ketogenic diet
ONS:1000037,rdfs:label,DASH diet
ONS:1000038,rdfs:label,meditteranean diet
ONS:1000039,rdfs:label,high-carbohydrate diet
ONS:1000040,rdfs:label,"low-carbohydrate, high-protien, high fat diet"
ONS:1000041,rdfs:label,high fat diet
ONS:1000042,rdfs:label,low fat diet
ONS:1000043,rdfs:label,gluten free
ONS:1000044,rdfs:label,self-prescribed diet
ONS:1000045,rdfs:label,research prescribed diet
ONS:1000046,rdfs:label,study null nutritional diet
ONS:1000047,rdfs:label,coeliac diet
ONS:1000048,rdfs:label,FODMAP diet
ONS:1000049,rdfs:label,weight loss diet
ONS:1000050,rdfs:label,performance diet
